Idade,Gênero,IMC,Filhos,Fumante,Região,Encargos
42.0,masculino,20.635365286573777,0.0,não,norte,18717.68
53.0,masculino,34.619033493811614,3.0,sim,nordeste,37909.52
27.0,feminino,28.519017694229766,5.0,não,nordeste,19659.51
67.0,feminino,24.519459864166968,2.0,sim,sul,35659.73
81.0,feminino,25.683857146742166,0.0,não,norte,29041.93
48.0,feminino,37.962306520291456,5.0,não,norte,28581.15
25.0,feminino,,1.0,sim,centro-oeste,35040.76
92.0,masculino,40.629699532207427,1.0,não,nordeste,38714.85
50.0,masculino,21.716581934433882,1.0,não,sul,20858.29
27.0,feminino,,2.0,não,nordeste,20957.84
19.0,feminino,29.453809793657517,1.0,não,sul,18526.90
21.0,feminino,27.587372831200986,5.0,não,sul,17993.69
45.0,masculino,21.054378356766913,2.0,sim,sudeste,29527.19
47.0,feminino,24.339597902816202,3.0,não,nordeste,21569.80
49.0,masculino,35.753253009401409,4.0,sim,centro-oeste,37676.63
21.0,masculino,29.090622427171827,2.0,sim,nordeste,28745.31
62.0,masculino,39.893334949850646,0.0,sim,nordeste,42346.67
52.0,masculino,20.824144460717190,1.0,sim,nordeste,30812.07
35.0,masculino,34.828501593011404,4.0,sim,centro-oeste,34414.25
25.0,masculino,23.250240903389367,0.0,sim,sul,26625.12
20.0,masculino,30.228312084948492,3.0,sim,nordeste,29114.16
29.0,masculino,40.320524766442165,5.0,sim,nordeste,35960.26
61.0,masculino,23.646282501357168,3.0,sim,sul,34023.14
25.0,feminino,31.585709790809264,4.0,não,centro-oeste,20792.85
65.0,feminino,36.811606451288888,4.0,não,sul,31405.80
65.0,masculino,,2.0,sim,sul,39727.09
43.0,feminino,31.643276798331149,5.0,sim,nordeste,34421.64
20.0,feminino,,1.0,sim,sudeste,34284.96
64.0,masculino,35.212044516189977,1.0,não,sul,30406.02
48.0,feminino,26.770122116761598,2.0,não,nordeste,22985.06
51.0,feminino,,2.0,sim,sul,36270.38
33.0,feminino,,0.0,sim,centro-oeste,31030.34
32.0,masculino,29.570151693084156,5.0,sim,sudeste,31185.08
64.0,masculino,35.646530198451360,3.0,sim,sudeste,40623.27
29.0,masculino,39.439348105611526,0.0,não,sul,25519.67
61.0,feminino,35.649402595757487,2.0,não,nordeste,30024.70
59.0,feminino,32.070826018928153,5.0,sim,sul,37835.41
68.0,masculino,28.123923832538173,2.0,sim,centro-oeste,37661.96
98.0,masculino,32.624082590975314,4.0,sim,nordeste,45912.04
27.0,feminino,24.989911286740875,5.0,não,sudeste,17894.96
53.0,feminino,28.510645629580582,4.0,não,nordeste,24855.32
54.0,masculino,34.352833024046630,2.0,não,norte,27976.42
44.0,feminino,28.556563550437487,0.0,sim,sul,33078.28
20.0,masculino,24.771084758182941,5.0,não,norte,16385.54
65.0,feminino,31.100302124893746,1.0,sim,sul,38550.15
74.0,feminino,36.478436956031669,0.0,sim,norte,43039.22
62.0,masculino,23.435088161222962,3.0,não,sudeste,24117.54
21.0,feminino,37.573745192612865,1.0,sim,sudeste,32986.87
67.0,feminino,33.431017384012344,,sim,sudeste,40115.51
29.0,masculino,22.938162193362059,5.0,não,sul,17269.08
,feminino,25.558429970107132,0.0,não,centro-oeste,20379.21
91.0,masculino,23.629782464880872,4.0,sim,sul,40014.89
59.0,feminino,21.453999808880691,5.0,sim,centro-oeste,32527.00
43.0,masculino,24.690658476205147,4.0,não,sul,20945.33
52.0,masculino,32.301836253790214,1.0,sim,nordeste,36550.92
63.0,masculino,26.836119531856496,5.0,não,nordeste,26018.06
63.0,masculino,21.856282461388441,2.0,sim,sudeste,33528.14
52.0,feminino,31.281209544408598,5.0,sim,centro-oeste,36040.60
25.0,masculino,25.780430633147218,3.0,não,sudeste,17890.22
53.0,masculino,29.430497103729926,3.0,sim,norte,35315.25
86.0,masculino,26.396261653539815,5.0,sim,sudeste,40398.13
31.0,feminino,32.639291232205620,4.0,sim,nordeste,32519.65
19.0,masculino,39.522893563111751,2.0,não,sudeste,23561.45
74.0,masculino,28.134080125796710,0.0,sim,nordeste,38867.04
62.0,feminino,40.862697028453094,0.0,sim,sul,42831.35
33.0,masculino,23.935636561575956,0.0,não,centro-oeste,18567.82
89.0,feminino,32.460625338521213,1.0,sim,sudeste,44030.31
58.0,feminino,26.695517736852315,4.0,não,centro-oeste,24947.76
41.0,feminino,23.725751219703142,5.0,sim,nordeste,30062.88
40.0,feminino,27.785082976454465,2.0,não,norte,21892.54
19.0,feminino,23.846534215888146,0.0,sim,norte,25723.27
29.0,masculino,26.921006453254046,2.0,não,sul,19260.50
63.0,feminino,25.927881722032469,4.0,sim,sul,35563.94
76.0,feminino,24.427672383815419,3.0,não,sudeste,27413.84
42.0,masculino,26.612518181469016,2.0,não,centro-oeste,21706.26
80.0,masculino,36.214585516312306,2.0,sim,centro-oeste,44107.29
82.0,feminino,38.863296253404910,1.0,sim,norte,45831.65
40.0,feminino,25.528380496736182,3.0,não,sudeste,20764.19
60.0,masculino,32.099707215856955,1.0,não,norte,28049.85
37.0,masculino,35.076295741499158,0.0,não,centro-oeste,24938.15
33.0,masculino,31.818635575871439,3.0,sim,sudeste,32509.32
23.0,masculino,23.923807486498146,4.0,sim,sudeste,26561.90
62.0,feminino,22.416102386253189,0.0,sim,sul,33608.05
62.0,masculino,22.864319169024700,5.0,não,norte,23832.16
37.0,masculino,33.668502130317233,2.0,sim,centro-oeste,34234.25
61.0,feminino,34.546506784413858,3.0,não,centro-oeste,29473.25
83.0,masculino,33.894300553346040,2.0,sim,sul,
41.0,,33.565881434779296,3.0,sim,centro-oeste,34982.94
51.0,feminino,30.512037306992234,0.0,sim,norte,35456.02
29.0,feminino,31.069193485871215,4.0,não,sudeste,21334.60
49.0,feminino,31.478212759246985,2.0,sim,sul,
64.0,masculino,40.637571792028893,3.0,sim,sul,43118.79
19.0,masculino,24.762442954116230,0.0,não,norte,16181.22
59.0,feminino,32.441318326741483,0.0,sim,nordeste,38020.66
48.0,masculino,27.156778951892415,4.0,não,norte,23178.39
90.0,masculino,20.859066422579184,5.0,sim,centro-oeste,38429.53
45.0,masculino,22.324539009284644,4.0,não,sul,20162.27
40.0,feminino,35.697398950325880,0.0,não,sudeste,25848.70
89.0,feminino,32.010581898937383,0.0,sim,norte,43805.29
26.0,masculino,32.159569006230809,0.0,sim,centro-oeste,31279.78
56.0,masculino,31.376541564020219,4.0,não,norte,26888.27
91.0,feminino,22.980823956715284,2.0,sim,sul,39690.41
31.0,feminino,28.572933490019556,3.0,sim,norte,30486.47
63.0,feminino,31.926894623576860,4.0,sim,sudeste,38563.45
49.0,masculino,23.906197194510300,3.0,sim,nordeste,31753.10
41.0,masculino,31.624167837901031,2.0,sim,sul,34012.08
62.0,feminino,26.973030605854436,4.0,não,norte,25886.52
34.0,feminino,35.525213457197552,4.0,sim,centro-oeste,34562.61
63.0,feminino,20.062544117422697,4.0,,centro-oeste,32631.27
28.0,feminino,31.675531937120669,4.0,não,norte,21437.77
79.0,masculino,30.910608305617728,5.0,não,sul,31255.30
27.0,feminino,28.156634495551643,1.0,não,sudeste,19478.32
44.0,masculino,28.901581269773607,2.0,não,norte,23250.79
35.0,feminino,25.300166258850574,4.0,sim,nordeste,29650.08
27.0,feminino,34.327846339366504,1.0,não,sudeste,22563.92
66.0,masculino,22.837377599583779,1.0,não,sul,24618.69
23.0,feminino,24.516803346681600,2.0,não,nordeste,16858.40
30.0,feminino,22.987330428799600,2.0,não,,17493.67
57.0,masculino,22.924514744229085,4.0,sim,sul,32862.26
83.0,masculino,25.591117213225372,5.0,sim,nordeste,39395.56
62.0,masculino,30.708429084846015,0.0,não,norte,27754.21
54.0,feminino,21.425835186330954,0.0,não,centro-oeste,21512.92
81.0,feminino,22.259744577308242,5.0,,sul,27329.87
30.0,,31.435726012629214,5.0,não,norte,21717.86
88.0,feminino,22.344331570591595,2.0,sim,sul,38772.17
33.0,feminino,35.828024533455882,5.0,sim,nordeste,34514.01
40.0,masculino,40.448281401611601,5.0,sim,sudeste,38224.14
35.0,masculino,25.824562825417153,4.0,sim,norte,29912.28
35.0,masculino,30.560609528266370,4.0,sim,norte,32280.30
52.0,feminino,39.549717013138379,1.0,sim,centro-oeste,40174.86
46.0,feminino,39.248241926463582,3.0,não,centro-oeste,28824.12
32.0,masculino,,0.0,sim,norte,36280.14
38.0,feminino,39.406493499999028,,sim,nordeste,37303.25
27.0,feminino,27.336438482179011,4.0,sim,nordeste,29068.22
36.0,,39.613350977633353,2.0,sim,,37006.68
31.0,masculino,27.553183083513613,0.0,não,sul,19976.59
59.0,masculino,36.814273415217479,1.0,sim,centro-oeste,40207.14
98.0,masculino,35.772056539735770,3.0,sim,sul,47486.03
41.0,feminino,37.014592057385841,1.0,não,sul,26707.30
21.0,masculino,27.270467681198675,5.0,não,sudeste,17835.23
25.0,feminino,25.031462302760052,1.0,sim,nordeste,27515.73
96.0,masculino,20.359416014906548,4.0,não,sudeste,29379.71
47.0,feminino,34.910582194007597,2.0,sim,sudeste,36855.29
26.0,masculino,,3.0,sim,nordeste,34073.23
53.0,masculino,23.893156535791103,1.0,sim,sudeste,32546.58
19.0,masculino,24.961801822145708,3.0,sim,centro-oeste,26280.90
30.0,masculino,32.233360979479442,4.0,sim,centro-oeste,32116.68
86.0,feminino,29.363780229518818,5.0,não,norte,31881.89
21.0,feminino,40.672711732174333,2.0,não,nordeste,24536.36
22.0,feminino,26.228838904401795,4.0,sim,norte,27514.42
60.0,masculino,26.108898919584745,5.0,não,nordeste,25054.45
20.0,masculino,27.241740451702646,1.0,não,sudeste,17620.87
94.0,feminino,35.985899456031619,5.0,não,sudeste,36792.95
29.0,masculino,35.136794995045744,4.0,sim,sudeste,33368.40
93.0,feminino,40.304530089896324,0.0,não,,38752.27
62.0,masculino,20.188328019821289,2.0,sim,nordeste,32494.16
42.0,masculino,36.559526028341528,3.0,sim,sudeste,36679.76
28.0,feminino,30.845102888271999,4.0,não,nordeste,21022.55
49.0,feminino,39.581570708347684,5.0,não,sul,29590.79
60.0,masculino,30.663927302388015,2.0,sim,centro-oeste,37331.96
49.0,feminino,39.889067162864832,1.0,sim,centro-oeste,39744.53
39.0,masculino,31.878006954408024,5.0,sim,sul,33739.00
40.0,masculino,40.820733551042971,2.0,sim,norte,38410.37
28.0,feminino,27.434024637013410,5.0,não,centro-oeste,19317.01
34.0,feminino,26.577096971701765,0.0,não,norte,20088.55
27.0,masculino,38.644095991739148,3.0,não,norte,24722.05
97.0,masculino,30.416936269831686,0.0,sim,sudeste,44608.47
30.0,feminino,30.875194620793263,5.0,não,centro-oeste,21437.60
30.0,masculino,31.506286607356818,4.0,sim,norte,31753.14
74.0,feminino,23.467829858218564,3.0,sim,norte,36533.91
46.0,feminino,38.450686866286254,5.0,não,norte,28425.34
32.0,masculino,24.609134903531978,2.0,,sudeste,18704.57
55.0,masculino,25.201622229493404,3.0,sim,centro-oeste,33600.81
52.0,masculino,28.554369223031421,4.0,não,centro-oeste,24677.18
30.0,feminino,21.140628120348169,2.0,sim,sul,26570.31
82.0,masculino,29.534476881746219,3.0,sim,centro-oeste,41167.24
36.0,feminino,21.070001391672619,1.0,sim,sudeste,27735.00
43.0,feminino,25.187300151638743,0.0,sim,sul,31193.65
49.0,masculino,23.618649237499922,3.0,não,norte,21609.32
31.0,feminino,37.088573073681541,3.0,sim,sul,34744.29
57.0,masculino,25.226726796554494,2.0,não,nordeste,24013.36
87.0,feminino,23.248321716788528,4.0,sim,nordeste,39024.16
75.0,feminino,30.457375112664578,2.0,não,sul,30228.69
27.0,masculino,33.923980528627535,4.0,não,sudeste,22361.99
66.0,feminino,27.181436268828798,1.0,não,centro-oeste,26790.72
34.0,masculino,37.488066318396977,3.0,sim,sudeste,35544.03
45.0,masculino,34.308546295578965,4.0,não,sul,26154.27
52.0,masculino,32.189711566664013,3.0,não,nordeste,26494.86
38.0,feminino,32.868380342803447,0.0,sim,nordeste,34034.19
22.0,masculino,36.497954569401338,0.0,não,centro-oeste,22648.98
31.0,masculino,29.421550780921285,,não,centro-oeste,20910.78
20.0,masculino,38.621404355318157,4.0,não,norte,23310.70
90.0,,39.366323557607217,4.0,não,sul,37683.16
53.0,masculino,32.331542028067291,1.0,sim,sudeste,36765.77
36.0,masculino,40.252381503175029,0.0,não,norte,27326.19
55.0,feminino,36.109261991294716,0.0,,nordeste,39054.63
51.0,feminino,35.139899715730880,1.0,não,,27769.95
60.0,masculino,29.389391141551024,1.0,não,sudeste,
63.0,masculino,38.178900803357720,1.0,não,sudeste,31689.45
45.0,feminino,29.375096264032541,2.0,sim,nordeste,33687.55
47.0,feminino,35.383786372501528,2.0,não,nordeste,27091.89
58.0,masculino,21.684931754846562,3.0,não,nordeste,22442.47
24.0,masculino,23.861836249531924,4.0,sim,sudeste,26730.92
63.0,masculino,38.546388060957384,1.0,sim,nordeste,41873.19
93.0,feminino,33.131943701178127,2.0,não,sul,35165.97
41.0,feminino,32.680490030403368,2.0,não,sudeste,24540.25
71.0,,33.641862233682669,5.0,não,sul,31020.93
61.0,feminino,30.875201025859250,5.0,não,centro-oeste,27637.60
39.0,masculino,40.180204969098026,0.0,sim,norte,37890.10
34.0,masculino,38.089923346621461,3.0,sim,norte,35844.96
46.0,masculino,26.545426860684518,0.0,sim,norte,32472.71
37.0,masculino,39.989271559117560,4.0,não,nordeste,27394.64
52.0,feminino,33.506651521809820,3.0,sim,nordeste,37153.33
42.0,masculino,32.760386371179472,4.0,sim,,34780.19
31.0,feminino,30.205756609723003,5.0,,nordeste,31302.88
50.0,feminino,20.813169574594532,0.0,sim,sudeste,30406.58
42.0,masculino,21.150936978147335,0.0,sim,sul,28975.47
28.0,feminino,33.057679837421539,5.0,sim,norte,
80.0,masculino,21.177434015882063,2.0,não,nordeste,26588.72
24.0,feminino,,0.0,sim,centro-oeste,28813.02
28.0,feminino,30.249108314882012,3.0,sim,sudeste,
36.0,feminino,23.056144134394703,4.0,sim,centro-oeste,
30.0,feminino,26.356934006969900,1.0,sim,sudeste,29178.47
79.0,masculino,25.056709691710715,5.0,não,norte,28328.35
21.0,masculino,23.548492613222873,3.0,sim,norte,25974.25
55.0,masculino,28.485140923666138,3.0,não,sudeste,25242.57
18.0,feminino,27.450767727160970,0.0,sim,sul,27325.38
61.0,feminino,28.899954993609217,1.0,sim,nordeste,36649.98
20.0,feminino,25.536350644493216,5.0,não,,16768.18
28.0,feminino,38.840650864598235,3.0,não,norte,25020.33
59.0,feminino,37.395242472646154,1.0,não,norte,30497.62
94.0,masculino,24.937214728952178,3.0,sim,centro-oeste,41268.61
60.0,masculino,35.110927437668455,5.0,não,norte,29555.46
30.0,masculino,22.469498023795909,4.0,sim,sul,27234.75
18.0,masculino,36.918644052367404,1.0,não,centro-oeste,22059.32
29.0,masculino,35.909201656641508,3.0,sim,nordeste,33754.60
59.0,feminino,21.518329395371886,1.0,,nordeste,22559.16
68.0,feminino,20.702920869024346,3.0,sim,sul,33951.46
57.0,masculino,36.348221063191000,3.0,não,sul,29574.11
21.0,masculino,23.012361748882941,2.0,não,sudeste,15706.18
40.0,masculino,38.894971598257876,1.0,não,norte,27447.49
79.0,feminino,36.476308294230494,1.0,sim,norte,44038.15
45.0,feminino,36.896532812900366,0.0,não,,27448.27
43.0,feminino,37.915615722511497,5.0,sim,sul,37557.81
37.0,feminino,23.643964541676232,3.0,não,,19221.98
51.0,masculino,40.925531608567385,1.0,sim,centro-oeste,40662.77
53.0,feminino,20.667144645695089,1.0,sim,sul,30933.57
84.0,masculino,23.614883554182838,4.0,sim,centro-oeste,38607.44
63.0,masculino,27.721747033245521,1.0,não,sudeste,26460.87
27.0,feminino,30.490208312139972,4.0,sim,sudeste,30645.10
35.0,feminino,25.517924150272726,1.0,sim,sul,29758.96
52.0,masculino,33.439239883359615,3.0,sim,nordeste,37119.62
32.0,feminino,22.007801244397300,3.0,não,sudeste,17403.90
61.0,masculino,30.090559554606773,4.0,sim,norte,37245.28
36.0,masculino,33.864194214468311,3.0,sim,sul,34132.10
48.0,feminino,38.600795511276828,0.0,sim,sudeste,38900.40
48.0,masculino,37.690083001280295,2.0,não,sudeste,28445.04
25.0,masculino,35.852739189957224,0.0,não,norte,22926.37
54.0,masculino,27.523524346022309,0.0,sim,norte,34561.76
58.0,feminino,30.024023855930809,0.0,não,sudeste,26612.01
41.0,feminino,40.318175611347842,3.0,não,nordeste,28359.09
65.0,masculino,31.016237996827466,5.0,sim,norte,38508.12
26.0,feminino,35.839685906805954,2.0,não,nordeste,23119.84
50.0,feminino,39.231063479471116,1.0,não,nordeste,29615.53
28.0,masculino,20.907932028931012,0.0,não,centro-oeste,16053.97
88.0,masculino,30.966034773006475,2.0,não,centro-oeste,33083.02
21.0,feminino,39.054338748377186,5.0,sim,sudeste,33727.17
48.0,feminino,31.362001951667240,0.0,não,,25281.00
23.0,masculino,39.259465210155380,5.0,não,norte,24229.73
24.0,feminino,31.005081820745105,1.0,não,sudeste,20302.54
30.0,feminino,23.210327213917408,3.0,não,norte,
50.0,feminino,27.867562030010923,3.0,não,sudeste,23933.78
36.0,masculino,21.782721829923370,5.0,sim,sul,28091.36
87.0,masculino,22.958039474276450,4.0,não,norte,28879.02
51.0,feminino,23.239896267437736,1.0,sim,nordeste,31819.95
71.0,masculino,22.960111443252802,1.0,não,nordeste,25680.06
72.0,masculino,26.190221520732489,2.0,não,centro-oeste,
63.0,masculino,29.996733995709060,4.0,não,nordeste,27598.37
21.0,,21.097981357551118,3.0,sim,sudeste,24748.99
29.0,feminino,36.012871206405994,0.0,não,sudeste,23806.44
86.0,feminino,40.437983686174519,3.0,sim,sudeste,47418.99
21.0,masculino,37.011514070628903,2.0,sim,sudeste,32705.76
43.0,feminino,38.218245133566730,4.0,sim,sul,37709.12
52.0,masculino,33.853614220681154,5.0,não,norte,27326.81
54.0,masculino,24.852813813418063,5.0,não,centro-oeste,23226.41
88.0,masculino,20.262843949521631,3.0,não,centro-oeste,27731.42
38.0,feminino,26.188337377252722,3.0,sim,nordeste,30694.17
48.0,feminino,40.138216608327911,,não,norte,29669.11
18.0,masculino,25.142410961417606,0.0,não,nordeste,16171.21
23.0,feminino,40.129037640843169,2.0,não,sudeste,24664.52
64.0,feminino,29.316474838248135,2.0,sim,sudeste,37458.24
56.0,feminino,31.145750410402861,2.0,sim,norte,36772.88
58.0,masculino,40.171894714001946,1.0,não,nordeste,31685.95
24.0,masculino,31.322958807023197,3.0,sim,centro-oeste,30461.48
52.0,feminino,34.670964407783480,0.0,sim,norte,37735.48
46.0,feminino,35.446711066830715,1.0,sim,norte,
39.0,masculino,22.714053744772039,2.0,,centro-oeste,19157.03
92.0,masculino,31.155445673078190,3.0,sim,centro-oeste,43977.72
96.0,feminino,25.492736510246215,5.0,não,norte,31946.37
60.0,masculino,40.832648049218665,1.0,não,sul,32416.32
59.0,masculino,40.157313989251233,3.0,não,sul,31878.66
37.0,feminino,24.586060186591645,3.0,não,sul,19693.03
29.0,masculino,27.782234238782941,3.0,não,sudeste,19691.12
32.0,masculino,36.997440554899210,4.0,sim,norte,34898.72
38.0,feminino,33.980746709630891,2.0,não,sul,24590.37
37.0,feminino,26.745694101445260,1.0,sim,nordeste,30772.85
67.0,masculino,20.542512697134093,4.0,sim,nordeste,33671.26
56.0,masculino,33.226860406165454,0.0,sim,sudeste,37813.43
65.0,feminino,36.238772538799923,2.0,sim,norte,41119.39
23.0,feminino,32.335405116049756,1.0,sim,sudeste,30767.70
,masculino,26.246914598866172,5.0,não,sudeste,19723.46
56.0,masculino,36.453145256162535,4.0,não,centro-oeste,29426.57
44.0,masculino,33.790988625756207,1.0,não,centro-oeste,25695.49
80.0,masculino,31.928858818850024,1.0,sim,nordeste,41964.43
58.0,masculino,33.709917895178719,,não,nordeste,28454.96
34.0,masculino,36.551603304668928,2.0,não,norte,25075.80
60.0,masculino,30.616126922470306,4.0,sim,sudeste,37308.06
43.0,masculino,29.251033002133171,1.0,não,sudeste,23225.52
41.0,feminino,20.804180436800120,4.0,não,sudeste,18602.09
20.0,masculino,24.044633561953569,3.0,sim,norte,26022.32
62.0,feminino,24.669576386495594,1.0,,nordeste,34734.79
42.0,masculino,35.251265052238070,4.0,não,nordeste,26025.63
34.0,masculino,36.128986753141333,3.0,não,nordeste,24864.49
64.0,masculino,22.999163225789309,2.0,não,centro-oeste,24299.58
53.0,feminino,40.810818968011360,4.0,sim,sudeste,41005.41
62.0,feminino,38.004333897535566,1.0,sim,norte,41402.17
84.0,feminino,33.210548494631849,4.0,sim,centro-oeste,43405.27
55.0,masculino,36.515876928876262,4.0,sim,centro-oeste,39257.94
24.0,feminino,39.374704836908139,5.0,não,sul,24487.35
34.0,masculino,31.413754569041703,2.0,sim,norte,32506.88
56.0,feminino,26.485019381480388,5.0,não,norte,24442.51
22.0,masculino,34.195133922199784,4.0,não,sul,21497.57
20.0,masculino,24.886883275515815,3.0,não,nordeste,16443.44
52.0,feminino,25.905256273588057,0.0,não,nordeste,23352.63
,feminino,36.494735244880354,0.0,sim,sudeste,34047.37
36.0,masculino,26.126617303905398,0.0,não,nordeste,20263.31
98.0,feminino,36.794430152182299,5.0,não,sul,37997.22
88.0,feminino,20.162978555589351,2.0,não,centro-oeste,27681.49
48.0,feminino,26.432321282794965,3.0,sim,centro-oeste,32816.16
28.0,feminino,38.805223334671270,5.0,sim,nordeste,35002.61
74.0,masculino,22.820978677512743,4.0,sim,centro-oeste,36210.49
45.0,feminino,31.511928160161149,4.0,sim,norte,34755.96
37.0,masculino,21.569026796286826,3.0,sim,nordeste,28184.51
37.0,feminino,22.538675393933067,1.0,não,nordeste,18669.34
63.0,masculino,22.620221499794300,1.0,sim,centro-oeste,33910.11
30.0,feminino,35.273397432603725,2.0,sim,sul,33636.70
79.0,masculino,24.192341166452077,2.0,não,nordeste,27896.17
39.0,feminino,20.292742498866105,2.0,não,,17946.37
46.0,masculino,27.168347142994228,2.0,não,nordeste,22784.17
56.0,feminino,28.948182755773453,5.0,sim,nordeste,35674.09
33.0,masculino,25.202995794818853,3.0,não,norte,19201.50
26.0,feminino,29.187985201028011,4.0,sim,norte,29793.99
75.0,masculino,24.189476505763849,0.0,sim,norte,37094.74
34.0,feminino,30.676911937763322,4.0,não,sudeste,22138.46
92.0,feminino,34.624661090589327,3.0,sim,nordeste,45712.33
93.0,feminino,37.865818387611412,0.0,sim,sudeste,47532.91
58.0,feminino,20.167510907008617,3.0,não,sul,21683.76
32.0,feminino,23.667515186703201,1.0,não,sul,18233.76
65.0,masculino,38.075668899420577,2.0,não,centro-oeste,
47.0,masculino,35.108852096868117,4.0,não,sul,26954.43
20.0,feminino,38.192867722315222,5.0,não,nordeste,23096.43
31.0,feminino,30.065720984398390,1.0,sim,sudeste,31232.86
56.0,masculino,29.833556040758710,0.0,não,norte,26116.78
49.0,masculino,27.523642035403176,5.0,não,sudeste,23561.82
57.0,feminino,39.917098880961946,1.0,sim,nordeste,41358.55
87.0,masculino,21.549929453720880,2.0,sim,norte,38174.96
65.0,masculino,23.371637067421535,2.0,sim,nordeste,34685.82
40.0,masculino,23.738208547904082,0.0,não,sul,19869.10
45.0,feminino,30.140834143577783,0.0,,norte,34070.42
61.0,feminino,21.671220729118684,2.0,não,nordeste,23035.61
47.0,feminino,22.420801857521539,0.0,não,sul,20610.40
62.0,masculino,30.303813494207401,1.0,sim,centro-oeste,37551.91
36.0,masculino,31.269367929397514,2.0,sim,sul,32834.68
65.0,masculino,22.295872961537350,5.0,sim,sudeste,34147.94
85.0,feminino,36.522165949809424,0.0,não,norte,35261.08
48.0,feminino,31.872115055160216,2.0,não,sudeste,25536.06
34.0,masculino,23.899147025097301,5.0,não,norte,18749.57
26.0,feminino,31.032004179054192,3.0,sim,centro-oeste,30716.00
29.0,masculino,24.370262140843200,0.0,sim,sul,27985.13
45.0,masculino,25.477522222312327,1.0,sim,norte,31738.76
76.0,feminino,31.514976918930518,0.0,não,sudeste,30957.49
62.0,feminino,26.916220683468833,1.0,sim,norte,35858.11
32.0,masculino,36.643351944884099,0.0,não,,24721.68
55.0,feminino,35.256553885147098,,não,sudeste,28628.28
18.0,masculino,20.625049622318992,4.0,sim,sudeste,23912.52
33.0,masculino,36.943483179572837,2.0,não,nordeste,25071.74
47.0,feminino,37.785942900399014,0.0,sim,sudeste,38292.97
27.0,masculino,36.522594453897823,1.0,sim,sul,33661.30
63.0,feminino,31.103785207041135,2.0,sim,norte,38151.89
55.0,feminino,40.921370032016085,3.0,não,nordeste,31460.69
75.0,feminino,29.505135415936018,1.0,não,sul,29752.57
30.0,masculino,26.184838529807909,3.0,sim,centro-oeste,29092.42
37.0,masculino,29.755318890587254,5.0,sim,sudeste,32277.66
38.0,masculino,30.037550980350589,1.0,não,sul,22618.78
31.0,feminino,28.817331475534174,2.0,sim,centro-oeste,30608.67
70.0,masculino,27.771787588910930,2.0,não,,27885.89
23.0,feminino,37.913891657839386,5.0,sim,centro-oeste,33556.95
71.0,feminino,37.599187448271763,1.0,não,nordeste,32999.59
24.0,feminino,33.111955347048799,1.0,sim,centro-oeste,31355.98
22.0,feminino,26.696520219214426,1.0,sim,nordeste,27748.26
52.0,masculino,26.685365001485999,0.0,sim,norte,33742.68
95.0,feminino,21.542109217604244,5.0,sim,centro-oeste,39771.05
57.0,masculino,40.880689370112390,3.0,não,centro-oeste,31840.34
27.0,feminino,35.118340352888592,0.0,não,centro-oeste,22959.17
55.0,masculino,24.577303316757110,0.0,sim,sul,33288.65
58.0,masculino,29.907150284039386,5.0,sim,sudeste,36553.58
76.0,masculino,33.975074190207031,3.0,sim,sudeste,42187.54
37.0,masculino,33.719473467547246,4.0,sim,sudeste,34259.74
21.0,masculino,40.732171852776185,0.0,não,sudeste,24566.09
25.0,feminino,35.550144016515045,0.0,sim,,32775.07
65.0,masculino,25.325852798539327,5.0,não,norte,25662.93
34.0,feminino,28.762940482557116,2.0,sim,sudeste,31181.47
59.0,feminino,,4.0,não,norte,30745.48
35.0,feminino,35.339271919896862,,sim,norte,34669.64
37.0,feminino,30.435314512047826,5.0,não,norte,22617.66
64.0,masculino,28.699084135791852,4.0,sim,norte,37149.54
40.0,feminino,25.010482666853973,2.0,não,norte,20505.24
63.0,masculino,23.748433077787457,0.0,sim,centro-oeste,34474.22
24.0,masculino,35.580769639139801,1.0,sim,sul,32590.38
50.0,masculino,33.622392079176259,1.0,sim,sudeste,36811.20
48.0,feminino,27.442688017476050,1.0,sim,norte,33321.34
29.0,feminino,36.955712426483327,1.0,não,norte,24277.86
45.0,masculino,26.443270396117547,2.0,não,nordeste,22221.64
22.0,masculino,23.872871504423948,1.0,sim,sudeste,26336.44
56.0,masculino,29.168576309691037,3.0,sim,centro-oeste,35784.29
18.0,feminino,32.376405788648728,0.0,não,sudeste,19788.20
23.0,masculino,20.484746315284379,1.0,não,sudeste,14842.37
35.0,masculino,24.861903136762542,2.0,não,sudeste,19430.95
29.0,,25.137690875720002,4.0,sim,norte,28368.85
38.0,feminino,30.064943662311127,5.0,não,sul,22632.47
53.0,masculino,33.981521335715488,3.0,não,nordeste,27590.76
43.0,masculino,28.914192538778079,3.0,sim,sudeste,33057.10
64.0,masculino,27.230323554915078,5.0,sim,sul,36415.16
42.0,masculino,31.059255917740491,5.0,não,norte,23929.63
41.0,feminino,29.327087647223433,0.0,sim,norte,32863.54
49.0,masculino,26.743217254057637,4.0,sim,sul,33171.61
63.0,masculino,36.998717158565172,2.0,não,sudeste,31099.36
31.0,feminino,22.081405912975809,2.0,não,sul,17240.70
61.0,masculino,32.186617588821360,3.0,sim,sudeste,38293.31
57.0,feminino,37.869441410843625,4.0,não,nordeste,30334.72
25.0,masculino,37.449997461637429,3.0,não,sudeste,23725.00
96.0,masculino,22.522594696050884,0.0,não,sudeste,30461.30
